"table_name","column_name","data_type","r_type"
"TREE_GRM_MIDPT","statuscd","smallint","double"
"REF_SPECIES","cwd_decay_ratio5","numeric","double"
"PLOT_REGEN","modified_by","character varying","character"
"REF_PLANT_DICTIONARY","subvar","character varying","character"
"COND","subpprop_unadj","double precision","double"
"TREE_GRM_THRESHOLD","volcssnd","double precision","double"
"TREE_GRM_THRESHOLD","modified_in_instance","character varying","character"
"SOILS_EROSION","cn","character varying","character"
"POP_PLOT_STRATUM_ASSGN","modified_by","character varying","character"
"DWM_FINE_WOODY_DEBRIS","largect","smallint","double"
"PLOTSNAP","adj_expall","double precision","double"
"TREE_GRM_MIDPT","drybio_stem_bark","double precision","double"
"POP_EVAL_ATTRIBUTE","modified_date","timestamp without time zone","IDate"
"TREE","treegrcd","smallint","double"
"REF_SPECIES","wood_spgr_greenvol_drywt_cit","integer","double"
"DWM_RESIDUAL_PILE","decaycd","smallint","double"
"PLOT","eco_unit_pnw","character varying","character"
"TREE_GRM_MIDPT","volcfgrs_top_bark","double precision","double"
"BOUNDARY","unitcd","smallint","double"
"OZONE_VISIT","measday","smallint","double"
"VEG_SUBPLOT","invyr","smallint","double"
"OZONE_PLOT","countycd","smallint","double"
"LICHEN_LAB","modified_in_instance","character varying","character"
"DATAMART_TABLES","created_by","character varying","character"
"SUBPLOT_REGEN","microplot_site_limitations","smallint","double"
"TREE_GRM_MIDPT","sitree","smallint","double"
"COND_DWM_CALC","unitcd","smallint","double"
"REF_GRM_TYPE","grow_typ_cd","smallint","double"
"DWM_TRANSECT_SEGMENT","measyear","smallint","double"
"REF_DIFFERENCE_TEST_PER_ACRE","comment_12","character varying","character"
"REF_DIFFERENCE_TEST_TOTALS","comment_21","text","character"
"DWM_RESIDUAL_PILE","condid","smallint","double"
"PLOTSNAP","adj_expchng_macr","double precision","double"
"OZONE_BIOSITE_SUMMARY","plant_eval_cnt","double precision","double"
"COND_DWM_CALC","plot","double precision","double"
"SOILS_LAB","c_total_pct","numeric","double"
"TREE_GRM_COMPONENT","subp_component_sl_forest","character varying","character"
"OZONE_VALIDATION","split_plotid","smallint","double"
"REF_POP_EVAL_TYP_DESCR","created_in_instance","character varying","character"
"TREE_GRM_ESTN","est_threshold","numeric","double"
"TREE_GRM_ESTN","r","numeric","double"
"REF_LICHEN_SPECIES","modified_in_instance","character varying","character"
"SUBP_COND_CHNG_MTRX","subptyp","smallint","double"
"COND","owncd","smallint","double"
"EVALIDATOR_VARIABLE_LIBRARY","type_var_name","character","character"
